text,sentiment
"Uh, sports!",neutral
All the missing people.,negative
It's not so much fun to cheat when people don't know anything about it.,neutral
♪ Will fail the test in the bitter history of history ♪,negative
Never expected to hear the Beast Boy in a Star Trek movie... a superb flash.,positive
"When I opened the window, more windows were hanging.",negative
"As usual, I don't know what I'm talking about.",negative
I don't go to school all the time. I'm actually proud.,positive
Alice told him you had the right to keep Lol.,positive
Why do you use the camera angle to make it look like only 200 people?,neutral
No school - > Quiet learning,positive
I got paint on my hair.,neutral
Hello. I hope you've had a cold.,positive
"Home, I should be in bed, but I'm excited about tomorrow.",positive
And something crazy...,positive
But now my feet really hurt...,negative
"The phone dropped, no texting or tweeting, and my face was nailed to the wall that covered the poison vine.",negative
No one on Twitter loves me.,negative
"Except I threw him away on vacation, and now he's got a jingle next to him, at least not a screen.",neutral
That's enough for today. Good night.,positive
Watching Eddie Ezzad's glory all day!,positive
"When I was camping, the shower water was good and smelled like shit.",negative
Switch to something else.,neutral
"It's amazing that I just got back from the McFly concert, and now I'm in love with David Arculetta.",positive
Ready.,neutral
I don't think you can vote!,negative
Why are you looking at famous people?,negative
"Hey, it's gonna be okay. Just e-mail me.",neutral
Thank you.,positive
Constructive theory.,neutral
"This is the most unprecedented weekend I've had in at least one year, two hours to sleep in three days, and good night, two hours to night hat and 14 hours to night hat!",positive
"Yes, Lo.",neutral
But can you breathe?,neutral
"Hey, baby, follow me. Love your show.",positive
I tend to think it's stupid.,negative
Good morning. 5:57 a.m.,neutral
"I don't want to be attacked by a female, but I don't want a dog to get a bird.",neutral
"I heard you leave, and I missed you, and I look forward to tweeting with you when you get back.",negative
KMF's going well. Free stuff is always attached.,positive
I hope I can throw them at ~/.vim so that Vim and MacVim can share them.,positive
"Oh, no, but that means you won't get this weekend whipped by my scottie this weekend.",neutral
"We don't offer this service as network/mapping designers, not as desktop publishers. So, I think you might be able to help?",neutral
Go with my parents to Stonehenge...,neutral
When I rehearsed...,negative
"One day the hub to the west and I'll take one of them. In fact, we want to continue sailing. It also has music.",neutral
"Happy Mother's Day! Allergies are *** Oh, I hope Miller has a better day.",positive
Waiting for more than a year,negative
Just because you're a superstar doesn't mean you have to.,neutral
Look at HGTV at 236am lol wtf must love some of my home decorations.,neutral
"After two super parties, eating chocolate in bed, playing with new cameras, can I be a great photographer?",neutral
"I don't know what you're talking about, but I don't know what you're talking about.",neutral
"In addition to the final installation of the crash,",neutral
I have the book. It smells funny.,positive
Good morning. Am I back in the ugly Bill again?,positive
"The river passed out a long time ago, and it sounds amazing, sleeping in my cozy bed with my comfy dog.",positive
"Hey, look, Simpson and Shezza and Paula.",neutral
That's a compliment.,neutral
I wish I were wearing black pants like your grandmother.,negative
"Hey, Twitter, I'm back online!",neutral
"Lupo's a little far away for you, honey. They're an hour away from Providence. I like Providence.",positive
"I ran into him the other day, wearing a necklace.",neutral
"Never touched a drop of water, me!",neutral
University graduates,neutral
I hate it. The race to break MS's race is this week. Do you want to go?,negative
It's been crazy all day. I feel like it's gonna happen tomorrow.,neutral
I've been exhausted all day.,positive
"Happy Star Wars Day. I'm gonna make some pasta, shower, dress and watch a movie.",positive
[SUURNATURAL OK THROUGH] [SUURNATURAL OK THROUGH] [SUURNATURAL] [SUURNATURAL],positive
"About six tea bags, told me to be busy, and I said thirsty.",neutral
_Molecule in Sakilo,neutral
It's perfect out there. You can't work.,positive
"I hope we can make it through a comfortable, relaxing swim.",neutral
Great. I just found out it's Star Wars Day. May the fourth generation be with you.,positive
"Brother Wah, why are you sad?",neutral
A long day - Martine and the evening show. Tomorrow's sad: the last University of Wales show.,negative
I've been a sponsor since 2001.,positive
[TSCC playing],neutral
"Back in Athens, he had a good time in Budapest.",positive
The whole Earth Festival.,neutral
http://tinyurl.com/d3qwar.com/,positive
That's why we lost the material we were looking for in O2.,neutral
We British have to wait a few more days!,positive
Happy Mother's Day.,positive
"On June 24th, he went with his father and his girlfriend to see Eric Clapton, Steve Winwood and Arc Angels!",positive
Beautiful morning in the mountains.,positive
I just broke a bottle. I should probably concentrate on working instead of thinking more songs are missing.,neutral
"Wow, that's great. I've been in heaven for five seconds. You know why?",neutral
I've been in a car hospital for seven days. I've got to get a loan car.,neutral
Don't cry. I'm so sad right now.,negative
I had to find it on Twitter.,neutral
"Snotlout nose, bad chest, that's not good!",negative
John and I just changed the meaning of PIMP to a man when they wasted another amazing night.,positive
http://bit.ly/qiPUJon Lake 4 video BlackBerry,neutral
All the pictures are beautiful.,positive
"G'morning Twitter, Twitter, the world, a relaxed family.",positive
"I just got mine, but I'm not gonna call you.",neutral
Why don't you ever answer me...,negative
It's clear. I'm working on it. It's going very well.,neutral
http://twitpic.com/4jb0q - a few more,neutral
On the bus to New York City http://yfrog.com/08kaifj,neutral
We'll miss you. Don't worry. There's gotta be more.,neutral
I came home from work today... and my son was sick.,negative
I've heard... it seems to be overreacting...,negative
There's a cold day's party tomorrow.,neutral
"Yeah, when I got here, I was ready to go.",positive
Ryan Stiles is still the most interesting person.,positive
"Too bad, I'm @work...",negative
You can explore the second stop and find something cool.,positive
It's boring.,negative
"Girl, OOC, I'm sorry we've been missing each other...",negative
"Sweet honey, bless and joy!",positive
I'm back in school now. I'm working on the Bach project.,neutral
Buy some time until I get my tax returns.,neutral
"This weekend, about at SUKLC.",negative
"I don't mind Sam, but I prefer Kate. I don't like Chris. He's smart.",negative
Thanks to Gifford's speech page.,positive
BTW I still'll not believe how great the new Babakides are... U on the mask.,positive
#NAME?,neutral
I'm madly in love with a row. I hope I'm rich.,positive
Take care of the nanny. Text me. Stay with me.,neutral
I missed Sadie.,negative
Happy Mother's Day. Mothers of all mothers.,positive
"I've never seen an X-Man film, but they're supposed to be great, so I thought, why not?",positive
Thank you...,positive
"I got a copy yesterday, too, though I'm digging for Scara, so I can't read it yet...",negative
"I don't think I'll join later, but I'm going too far.",positive
I just found out my friend's father died yesterday.,negative
"Well, that's another lesson. When you're famous, you shouldn't take your own picture, or you really should!",neutral
"Twitter, Facebook, my space... no phone calls.",neutral
"I wanted to take a picture of the storm, but I put the camera in the wrong place.",neutral
That's true. Have a nice week!,positive
"I'm home Friday night, but everything's fine!",positive
You showed me the old pictures of my cats and I wanted them to be kittens again.,neutral
"I know. I can't believe it's almost over. Thanks for the comment, honey.",positive
"After 6:00, I didn't get a call back.",neutral
"I don't know what my mom gave me to clean up my McBoo book, but now it's too white to put gray blue on my black desk.",positive
"I've just had a terrible experience with dentists, made an inappropriate crown, and they won't fix it, and they won't pay.",negative
Just sold from UP.,neutral
Don't count on it.,negative
Play some games before I leave for work. Work till 11:00 tonight.,neutral
You mean I'm 28 years old?,positive
Thanks. What did Miami say?,positive
"No, I wish I was sleeping. I had to work in less than four hours...",neutral
Have fun on the shining slopes.,positive
"Oh, well, it'll give me a chance to work on the new knitting patterns that I have in the work.",positive
It's the weekend and the sun is shining and I'm punctured again!,negative
Fuzzball and Swine Flu http://tinyurl.com/dhpol7.,positive
What are you reading?,neutral
You're a neurosis!,negative
The third day of pain.,neutral
"I want to see this movie, and I think we might have to do a movie night on Star Trek, huh?",positive
"""Why did you turn me into Zack Everren?""",positive
I don't see any more updates on your home page!,negative
Now we have to spend the whole weekend.,negative
There's a headache and a cold...,negative
"Hungry, but no appetite.",negative
We're just slaves to a Washington pig.,negative
"A lovely weekend in Kitskotti, now relax, get some rest, get ready for the next week. Back to NNNC in two weeks.",positive
I have two hoofs. I don't have them anymore.,neutral
"OK, go get the pink bars. It's the most subtle thing I've ever had. I'm a little tired of granite prints!",negative
"Hey, Babe, love you.",positive
"She's cute, though she's in eighth grade: p.",positive
"I'm glad I'm not in a hurry, but I don't think friends are small, but they can't move.",neutral
Sit down by yourself. Everybody have a seat.,positive
"♪ Paul Evans ♪ Ouch, ooh, ooh, ooh ♪",neutral
Lie down with my husband and watch the movie.,positive
"Maybe you need to start a scintillation group of ""by evolution"" or ""by evolution"" or ""by matter""",neutral
"Sri Lanka is a sacred place, isn't it?",positive
Happy Mother's Day. All the mothers are there.,positive
"And find out how to look at the Midlesbrough game next year, after the terrible drop.",neutral
"And jealous of his family, they all had an amazing breakfast and all the bread I got.",neutral
It's almost bedtime.,neutral
That's why I'm the best.,positive
Hungry in college!,neutral
This post is part of our special coverage Egypt Protests 2011.,neutral
It sucks. Mine's worse.,negative
"Happiness is like pissing your pants... nobody can see it, only you can feel the warmth.",positive
I'm tired. I wish I had time to take a nap before work.,negative
"Somebody, somebody, somebody, somebody, somebody, somebody, somebody, somebody, somebody, somebody, somebody, somebody, somebody!",neutral
"I know, I won't be there by 6:00... will you?",neutral
The top 20 green paths! http://tinyurl.com/otjttu - this is very helpful.,positive
It's raining!,neutral
But we're definitely gonna need a short-sleeve shirt today!,neutral
& I miss my hairdresser,negative
"I want some... LOL, I got coffee.",neutral
Finally upgraded to Spotify’s premium – above my previous hyperpower threshold. Where is the iPhone application and remote?,positive
At least 10 times a day on Twitter.,positive
The sun is back. Can we eat more of last January and February? I like jackets.,positive
"Regns, he can finish his mission by June.",neutral
Better get some sleep. She has to get up and go to a Sunday party so she can pass the invitations out to her jewelry party.,neutral
Congratulations on your hockey victory in Switzerland...,positive
You can visit www. TwitPic. com and access your Twitter details and add pics,neutral
Not much. How about you?,neutral
The doctor said I had bronchitis.,negative
Make sure you leave me four at home to clean up the work.,negative
Saying I love your mother http://plurk.com/p/svm0w,positive
"Download iEME emoticons from Appstore. 0, 791⁄2. But cool.",neutral
Take it easy.,positive
"When kendra, what's wrong? Come with me.",neutral
Have a nice night at home with the best people.,positive
Anybody got a problem on Twitter?,neutral
"I know, I was on the list, but had to miss the b/c conflict plan how to go?",negative
I want someone to join me on classical holidays.,negative
I wish we had one in the area.,positive
This post is part of our special coverage Egypt Protests 2011.,negative
"Now there's a question, 140 characters, the least answered in history.",positive
"Okay, I'm going to bed now, and I've only been here for an hour... and I've been tweeting too much.",neutral
Thank you for following me!,neutral
"No fair LOL, oh, we'll wait as patiently as we can!",neutral
I miss you too. I miss you too.,negative
Get ready for the sociology exam and go back to bed.,neutral
I'll be in bed soon.,neutral
"Wow, I feel like Ish, and I really feel bad because those neglected holes are back on track 8.",negative
There's no place where I work here.,neutral
This week will be a great and productive one -- I can feel it!,positive
#SciFi Channel Fire Weekend #,positive
Worried about our Arabelle or texting.,negative
Your blog won't let me comment.,negative
"I'm starving, I haven't eaten today!",negative
"It's frustrating, so I can't keep it...",negative
It's nice to hear you're comfortable. I hope they're Kodiak or Terra brands.,positive
i 7 days worked.,neutral
"I used to row a boat in high school, and suddenly I found a rowing club 10 minutes away, so I thought I should sign up.",neutral
"Tom, get ready. It's cold in Porto Alegre.",neutral
Have you ever seen a movie called American History X starring Edward Norton?,neutral
More coffee.,neutral
You sent an e-mail.,neutral
# At least I work four days a week (all day),neutral
Next time?,neutral
Good morning. I love this movie. What happened to Vegas is a great movie.,positive
"I do want my brain to go into that box called ""Nothing."" My brain won't go there.",negative
"Sorry, we couldn't get the projector to work on Wandoze's laptop, but a lot of people came to watch.",negative
"I'm gonna miss my boob for two days, like wtf.",negative
"Thanks for playing, but it's not working.",neutral
I've been working at the office all day. I'm tired for a week.,negative
"I'm sorry, Andrew. I wish I could do something...",negative
Are you going to England?,neutral
I am very honored. @nielsenpowermoms.,positive
"A few days ago in Parawan, I'll try to put pictures on Tom.",neutral
http://apps.facebook.com/dogbook/profile/view/6386106.,neutral
No new killers have been reborn.,neutral
You're on Twitter!,positive
"On the Guitar Rigg 3 show, that's what I'm talking about.",neutral
Nomadic nomadic nomadic nomadic nomadic nomadic nomadic,positive
My whole body hurts!,negative
Rachel and I decided to walk to work.,positive
"I get inspired by the fact that I know I'll wake up and be more productive if I go, then if I sleep, just me though",positive
You need to see the White House reporter's dinner. It'll cheer you up!,positive
I'm so tired. I think I'm going to bed.,negative
No shoes for me.,neutral
"I was there with you-- filing's less fun than cataloguing, because you had to look at it and look for details.",positive
I can't believe I missed the conversation!,negative
We can't talk anymore.,negative
Cool. Can't wait for the trash can baby.,positive
July 12th... please come as soon as possible.,positive
Outside all mom's day!,positive
Plueaase don't hate me if you ask me a question and I don't answer you... at any particular time.,neutral
Congratulations on riding your bike today. It's impressive.,positive
Have fun. Ha-ha.,positive
It's been a long day...,positive
"Oh, I just realized she still doesn't talk to me like dat some time.",negative
I can't wait to get his new Blackberry hand.,negative
"Fourteen hours later, I was so drunk I couldn't drive, I drank so much and I was ashamed.",negative
"I know, I'd really like to do some more after school next week, so I'm sick for a few days free for a week... sick.",negative
My baby's sick.,negative
It's a happy day for all mothers!,positive
http://plurk.com/p/x32rz.,neutral
I woke up at 3:30. My arm hurts...,negative
"Whoa, hey, moshy-musy mode.",positive
"Ah, it's cold.",neutral
I hope you're watching 4-2.,positive
"Thank you, it's great for TV, it's easy.",positive
"I have a lot to remember tomorrow, but I bet I'll forget...",neutral
Good,positive
Your mailman reminded me to sit down for dinner and look like a steak.,neutral
Live on Sunday night.,neutral
I hate you. I hate you.,neutral
Garlic stinks.,negative
"I believe you, but I have a belly button.",neutral
"Wow, thanks. I can't believe I didn't think of that.",positive
"That's funny. He must have disappeared, but since you left, I think I'll be here, too.",neutral
"Whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there there",negative
Noida looks exactly the same.,neutral
Daisy just got attacked by another dog in the park.,negative
"This sucks. I'm sorry, man.",negative
"One day, we saw, one day, in the middle of a play, it was really impatient.",negative
"I'm sure there'll be another thrown out, but this will be with my American family.",neutral
I don't want to blame me for my behavior.,negative
He says he's doing well on Saturday at 8:30.,positive
"I just found out that I wanted to see my dad tomorrow before Dad left, 'cause it's too bad that morning was active.",negative
"Yesterday I said, ""I was yesterday.""",neutral
Wait for the car wash. Let's see what they say about Amara.,neutral
I got 34/40... and the percentage doesn't look good.,positive
I think I'm in the closet coat hanger.,neutral
It says the video is private.,neutral
"I think I've been following you for four weeks, so you're kind of...",neutral
"I just wanted to point out that on YouTube, you have more subscribers than Tom Felton.",positive
I think it's a good thing.,positive
I missed the game tonight. I hope to be here tomorrow night.,negative
It's supposed to be 24-48 hours maintenance.,negative
But I know what it's like now to drag me to hell!,positive
"Happy Star Wars Day, everyone. May the fourth be with you!",positive
I can't mix and match the dumb drive!,negative
Go to the hospital and clean my back. I don't want to see this.,neutral
"I feel you, but it's breathy close to me, I'm hard not, but I can't, so it doesn't make sense.",negative
"When the Jonas brothers were on the hot topic,",positive
"The 3D concert experience (I live in Cook), yesterday was a trailer to the cinema.",positive
So I feel ** 'cause I say Happy belongs to BIIFDAY.,negative
Nobby's in the back. I think I'm ahead of $14.8 now.,positive
"Today, study and choose hats. Coffee caps sound good.",positive
I hope you have a good day...,positive
I'd like a new lasagna.,neutral
Have a nice day... if it keeps raining... and I can go swimming instead of eating here.,positive
Ha-ha-ha. We've never done this before. Many times before.,neutral
I'm really ready!,neutral
I can't vote for you. They've stopped voting.,neutral
Opinions and tickets for the day of observation,neutral
The same thing happens to me all the time.,neutral
"Thirty minutes later, happy Mother's Day, where all the amazing mothers are!",positive
I'm sorry to hear Patty's leaving. I hope you find a dude.,neutral
Good night and good-bye. I hope you have a good dream.,positive
"Hi, Bunny. I've been posting it on YouTube lately!",positive
Install a new hard drive!,neutral
Twitter is the best advertising method in the country.,positive
"Unfortunately, these guys decided to go on an improvising mall trip without telling me.",negative
"Just saw a Land Cruiser parked in the school parking lot, thinking it was Spencer.",neutral
California Rain.,neutral
There's not much time in Tokyo for business to play fast and dirty games.,neutral
"Sim 3 won't work on my old comic book, hoping to get Sim 2 tomorrow.",neutral
We'll be waiting for you in Belgrade!,neutral
"When I checked the Google Analyzer, I could always find Google.com/**** before Safari's auto-filling kick. That makes me laugh.",positive
"Happy Mother's Day, Mom. I love you.",positive
I don't think I have a diamond ball.,negative
"Well, I just realized that I don't have a birthday cake... oh!",positive
At least she won't fuck you like my dog.,positive
"brunch, and get dressed. Amy's confirmation.",neutral
This post is part of our special coverage Egypt Protests 2011.,positive
"At http://tinyurl.com/ne6twc, these blogs now have too many words.",neutral
Worried about my math test.,negative
No bsg could just make me cry.,negative
Especially for my beloved mother.,positive
Happy Mother's Day!,positive
"He likes dirty weather, so he's jealous of his penis.",neutral
"I fell asleep, and I didn't see any Internet projection of the Jonas brothers...",negative
Ha-ha-ha. It's good for you.,positive
You want some Newtra? There's nothing to drink.,negative
I don't think I'm good. Just in time for the weekend.,negative
I've been waiting a long time. I hope it doesn't rain.,positive
My leg's broken. Now I'm waiting for my toe. I can go back.,negative
"Good morning, Cali.",positive
"A-www, you're gonna be okay...",positive
I really should stop relying on my family when they say they're gonna buy me lunch.,negative
"Just finished the first exercise on Gillian Michaels, 30 days to make a cut!",positive
"No, seriously, guys, I/I hope/ Monday kicks off with #Star Wars and Gartin Pants spam.",negative
Just got back from Carlton in Greenville.,neutral
"Now, I think about it, when I get to America, they're probably still traveling, so they're not gonna be there damn it!",negative
I really want you to win because everyone knows you deserve it.,positive
My parents sold my car.,neutral
"Ha-ha, yeah, it's bad, not gonna lie.",negative
♪ Anytime you have fun ♪,positive
"Curse, firewall/agent restrictions!",negative
"Today, Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu Lulu L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L",neutral
It's pathetic that 70 microps can't be bought in America.,neutral
"Good morning, Mia MiaDC. My weekend's fine. I just had Monday, and I'm glad you had a good day!",positive
When are you close?,neutral
♪ Oh fly ♪,neutral
"Good night, everyone. Go to bed. Look at the rags!",positive
"Oh, without Zombiepix, don't follow me later...",positive
It's boring at home.,negative
Why did I agree to double shifts?,neutral
The summer camp and school days ended only two days ago.,neutral
"I want to finish an unfinished tweet,",negative
"I missed Ghostwhisperer, and the other news is that I hurt my toe, I got a cold.",negative
Want a hug?,positive
"In another week, two projects had yet to be submitted, one of which had almost failed.",negative
"Horrible lightning and thunder, I'm glad it's over.",positive
Nice M-I-L gift idea. Did you knit it?,positive
Attaboy!,positive
My Shure's r 2 bright w/ lock bass.,neutral
There's no problem!,positive
"We're going to London in a car about 500 degrees, but there's no air control!",neutral
"Actually, SoS won't be here, and VI will be with Gliss and Make me.",neutral
"Okay, I lied. I mean next week this time!",negative
If I were a transformer...,neutral
"I know, this season has just been magnified!",neutral
I'm glad you like it.,positive
What a lazy Sunday. I like lazy days.,positive
We're on our way to Disneyland.,neutral
I had a great time tonight!,positive
The dog will let go of his... men's parts.,negative
Someone flew me to Reno.,neutral
"Cleaning, cleaning, cleaning, finishing, last day in this apartment, and by this time tomorrow, my ## will be stored in the warehouse.",neutral
My stomach hurts.,negative
"Yeah, I can't sleep. In seven to eight hours, it'll be D.D. failure.",negative
Find new ideas for my blog.,neutral
Work. What a sad day.,negative
BGT!,negative
"There's less rain, there's less rain, there's more sun.",neutral
Thank you!,positive
Can we get more than one ticket online through tomorrow's live broadcast?,neutral
That sucks.,negative
Have you seen Prez Obama hold hands with his wife?,positive
"The mcfonalds wheels I lost, they forgot my amazing snack packs.",negative
"No, I miss you sooooooooo, you're a lot, Jaya.",negative
That's a great manicure today!,positive
"Temperature check! It'll be routine until the swine flu dies. Good night, everyone!",positive
Elena left this morning and lived with her for nine months.,negative
"So I'm tired and I'm not home till 5:30, and I work at BJs at 12:15.",negative
Not tonight.,neutral
Dinner's full. Dinner's good.,positive
Where is the sun... the only thing I see is clouds...,neutral
**** At 4:00 is always ***,negative
I found out they had almost never had a HP except what I wanted to see.,positive
I'm sitting at work watching the clock. I'm not fast enough.,negative
"What made us think about our way on the second day of Happy Mother Day? Why do we feel how we feel? I don't know, but I hope I did.",positive
I like my fake brown orange color.,positive
So our bums look really big.,neutral
He's restructuring his partner's online store...,negative
"I saw the US Post Office hiring employees, but once I filled out the job before the application,",negative
I wasn't around two idiots.,neutral
That's enough. I don't do anything in two hours.,neutral
http://twitpic.com/677bi-IVA!,negative
That's Chowdhury!,negative
Exactly.,neutral
I'm sorry. We thought we were working tomorrow. We went to the casino together.,negative
"Far away, my dear Watson, far away.",neutral
That's crazy. Why isn't anyone following you?,neutral
Have a good day!,positive
8 August 2005 at 8.09 a.m.,neutral
Get ready to go to Milan. I'll see you tonight.,neutral
Hanging up with Amber.,neutral
"On the Internet, I hate the Wen family being joined by the Hummens. Maybe you saw him today as Hugin Wun Day.",negative
"Just came home from NE's work, another funny night whore... great exercise!",positive
"Are you kidding me? You said you had to hurry, right?",neutral
"To feel the market, I think I've got a lot of savings to do...",neutral
"I'd like to buy this great album, but unfortunately, I don't pay for it because it's a long fight.",negative
You can always borrow it and burn it.,positive
You must have guessed. The umpire is Judith.,neutral
I have a friend who likes that place. I want to go.,positive
To judge my pillow.,neutral
I wish I had a BFA now.,positive
I had too many cocktails last night. I had a headache.,negative
I need to get some exercise after work today.,negative
# Bgt can't watch anymore #,negative
311 was really good!,positive
A new baby is so funny!,positive
"That's right, so rich Max's waiting here really makes me sick of grief.",negative
"Yeah, yesterday's cold coffee. No sugar, no cream. I like that.",positive
I'm starving. Alicia's mother will bring the subway.,neutral
"Thank you, I'm still waiting... and I don't know why he's taking so long... is it a bad sign or a good sign?",neutral
She had fun with her friends.,positive
Public toilets,neutral
http://eztv.it/index.php?main=showlist.,neutral
"My stomach hurts, wake up in the middle of the night and drink. I don't remember.",negative
Forget Montal's offer. It's a good...,neutral
"Why am I still out at 4:00 a.m. because I'm not going to school tomorrow, that's why.",neutral
Thanks to Twitter's lover.,positive
I just spent 45 minutes at the bookstore. I only bought one book.,neutral
"Brother 3 wanders around the house in his underwear, like all the other guests, attractive to the two sisters, I believe.",positive
I'm so excited.,positive
I want to take another day off tomorrow.,neutral
I'm sorry.,negative
Lacey's fine. She put her tail on her leg.,neutral
Kazim Kazim),neutral
"Yes, flowers in tonight, it... takes time...",negative
"Yes, we're three and Max Pool Trivun.",neutral
I'm sick. I'll be back later.,neutral
@polancoHi I've uploaded five brand-new Chinese classes at www.youtube.com/ChineseLearn.,positive
"Come with me, everyone.",neutral
"Wow, it's been four months since... the stupid top of the knee was in the store... and I hope everybody's all right!",neutral
Welcome. We found her yesterday by chance.,neutral
What are you doing here? I thought you were back at work today.,neutral
Missed the morning job because my stool reporter returned to Jakarta with good luck.,positive
BGT ooooooh is weird to me,negative
Waiting for the van to be fixed.,neutral
"Thank you, Twit01.",positive
"Will there be New Brenswick, the Canadian driveway?",neutral
167 SQL query to display a transaction page on Oz Bargain.,positive
I'll get it!,negative
My favorite curly iron broke.,positive
Practice tape practice.,neutral
"Hey, you should see her/his Twitter.",positive
"Well, guess what, I got 20%!",negative
Upgrade,neutral
Because Grandma didn't do any therapy on my food http://apps.facebook.com/dogbook/profile/view/6877293.,negative
I like jazz with Mrs. Underwood. I hope she's my bridesmaid.,positive
There's only six flags left. I didn't catch what I wanted to ride. Maybe next time.,negative
Just like I told you. Better try it.,neutral
The rain is cold and cold.,neutral
"Yes, they sing your song!",neutral
Happy mother day!,positive
#NAME?,neutral
"Obviously, you're not... sad anymore.",negative
I hope to enjoy her last Friday in her twenties.,positive
I have a headache. There's no one with me.,negative
I wish I didn't have to work today.,neutral
"Not 10.5% more than ""A"" sugar and ""B"" sugar and ""B"" sugar.",negative
I really don't want to send it to this site... it's private...,neutral
Hanging up with your cousin.,neutral
I tried the needle code... and it says it's expired... and you just hang it up.,neutral
"Tomorrow night is Jay Leno's last episode of tonight's show, and I encourage you to watch and welcome Conan.",positive
What did someone do?,positive
Is George still working on the car?,neutral
Get out of here! Get out of here!,neutral
"My finger was hurt, and it got infected!",negative
Why does Zero have to have haematoma?,neutral
"Reading all four dusk novels, completely consuming and crazy, doing too bad.",neutral
"Yes, sir, please see http://is.gd/wz2K.",neutral
It says the video is private... and it won't let me see it.,neutral
I can't. Did I forget to say that?,neutral
I don't know what it's like to have time with BGT Bored.,negative
There's only two of them that can feed me.,positive
I wish I was in Ireland.,positive
"I lost my followers, didn't I say something?",neutral
"I don't want to run away, but can I really handle the real relationship?",negative
It's good to hear your voice again today!,positive
In pillow heaven.,positive
VATS on the inside and on the inside.,positive
Maybe it's just a cup of coffee?,neutral
"That's right, the whole Twitter silent experiment. The last four days have been murder. You can't open your mouth.",negative
http://twitpic.com/416b7,positive
My entourage is awkward and glowing.,negative
Yeah.,neutral
"Yes, you really should!",positive
I'm about to leave for Kansas City and take some of my stuff.,neutral
Looking for curly hair.,neutral
The only one in the world who doesn't go out.,negative
I'm fine. I don't think we have anything to do with it.,negative
I can't go to the movies today.,negative
It's a little poor little girl with talent.,negative
"Thks 4 below, and Twitter, and I returned love.",positive
Thank you for the second Sydney show. Thank you so much for being such a great fan.,positive
Laraland... why do I like that song so much?,neutral
It's a pity my boss won't let me go to that website...,negative
"They got dogs from the vet, sewn her ears, electrocuted us, but she still bleeds like a waterfall every time she moves. D: Why?",negative
"The day of a happy mother, mother, always love you.",positive
"Yes, sir... I just got a Master of Arts degree from the Christian Department... and I'm so grateful for today's journey!",positive
Poor Bella had the first and second ear infection in the emergency room because both ears were infected and her screams were bloodbathing!,negative
Ken said he wanted you to know that he agreed to take millions of what he said.,neutral
Going to work again... the last day of the mall.,neutral
Lovely night Steve-O and the family guy.,positive
"Yeah, yeah, yeah, three cheeks full.",neutral
